:Data_list: 20181122_ace_swepam_1m.txt
:Created: 2018 Nov 22 1001 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2018 11 22  0000   58444       0    0        1.8      403.2     1.07e+05
2018 11 22  0001   58444      60    0        1.6      400.4     9.15e+04
2018 11 22  0002   58444     120    0        2.0      403.5     9.53e+04
2018 11 22  0003   58444     180    0        1.8      404.8     1.04e+05
2018 11 22  0004   58444     240    0        1.8      405.0     1.05e+05
2018 11 22  0005   58444     300    0        1.8      405.4     9.63e+04
2018 11 22  0006   58444     360    0        1.7      403.5     9.82e+04
2018 11 22  0007   58444     420    0        1.8      402.5     9.92e+04
2018 11 22  0008   58444     480    0        1.7      398.0     8.06e+04
2018 11 22  0009   58444     540    0        1.6      396.6     7.83e+04
2018 11 22  0010   58444     600    0        1.5      399.1     8.81e+04
2018 11 22  0011   58444     660    0        1.3      399.2     7.97e+04
2018 11 22  0012   58444     720    0        1.4      398.1     7.85e+04
2018 11 22  0013   58444     780    0        1.5      396.8     8.90e+04
2018 11 22  0014   58444     840    0        1.4      397.8     9.31e+04
2018 11 22  0015   58444     900    0        1.4      398.8     8.69e+04
2018 11 22  0016   58444     960    0        1.4      397.8     9.00e+04
2018 11 22  0017   58444    1020    0        1.4      397.7     8.99e+04
2018 11 22  0018   58444    1080    0        1.4      399.2     8.86e+04
2018 11 22  0019   58444    1140    0        1.2      401.0     9.79e+04
2018 11 22  0020   58444    1200    0        1.4      399.4     1.03e+05
2018 11 22  0021   58444    1260    0        1.3      400.0     9.85e+04
2018 11 22  0022   58444    1320    0        1.3      399.5     8.97e+04
2018 11 22  0023   58444    1380    0        1.2      397.6     8.49e+04
2018 11 22  0024   58444    1440    0        1.3      397.2     8.79e+04
2018 11 22  0025   58444    1500    0        1.3      400.2     9.25e+04
2018 11 22  0026   58444    1560    0        1.1      403.8     1.02e+05
2018 11 22  0027   58444    1620    0        1.0      405.0     1.09e+05
2018 11 22  0028   58444    1680    0        1.0      405.0     1.06e+05
2018 11 22  0029   58444    1740    1        1.0      406.2     1.15e+05
2018 11 22  0030   58444    1800    0        1.0      404.3     1.08e+05
2018 11 22  0031   58444    1860    0        1.3      399.7     9.06e+04
2018 11 22  0032   58444    1920    0        1.2      399.7     9.47e+04
2018 11 22  0033   58444    1980    1        1.3      400.8     1.09e+05
2018 11 22  0034   58444    2040    0        1.1      401.3     1.02e+05
2018 11 22  0035   58444    2100    0        1.1      402.8     1.02e+05
2018 11 22  0036   58444    2160    0        1.2      398.9     1.02e+05
2018 11 22  0037   58444    2220    0        1.2      398.0     1.02e+05
2018 11 22  0038   58444    2280    1        1.2      399.4     1.11e+05
2018 11 22  0039   58444    2340    0        1.2      398.9     1.12e+05
2018 11 22  0040   58444    2400    0        1.1      398.6     1.07e+05
2018 11 22  0041   58444    2460    0        1.1      394.4     7.35e+04
2018 11 22  0042   58444    2520    0        1.1      393.4     6.82e+04
2018 11 22  0043   58444    2580    0        1.2      398.4     1.04e+05
2018 11 22  0044   58444    2640    0        1.1      399.0     1.07e+05
2018 11 22  0045   58444    2700    0        1.1      400.2     1.09e+05
2018 11 22  0046   58444    2760    1        1.2      399.3     1.13e+05
2018 11 22  0047   58444    2820    0        1.1      394.7     6.95e+04
2018 11 22  0048   58444    2880    0        1.1      399.3     1.15e+05
2018 11 22  0049   58444    2940    0        1.3      396.9     1.02e+05
2018 11 22  0050   58444    3000    0        1.2      397.1     9.90e+04
2018 11 22  0051   58444    3060    0        1.3      396.8     1.05e+05
2018 11 22  0052   58444    3120    0        1.3      396.2     1.00e+05
2018 11 22  0053   58444    3180    0        1.2      392.4     6.47e+04
2018 11 22  0054   58444    3240    0        1.2      394.9     9.11e+04
2018 11 22  0055   58444    3300    0        1.2      397.0     1.07e+05
2018 11 22  0056   58444    3360    1        1.2      397.1     1.14e+05
2018 11 22  0057   58444    3420    1        1.2      397.2     1.14e+05
2018 11 22  0058   58444    3480    0        1.2      397.7     1.09e+05
2018 11 22  0059   58444    3540    0        1.3      397.7     1.07e+05
2018 11 22  0100   58444    3600    0        1.2      398.0     1.02e+05
2018 11 22  0101   58444    3660    0        1.2      400.1     1.05e+05
2018 11 22  0102   58444    3720    0        1.3      398.1     9.90e+04
2018 11 22  0103   58444    3780    0        1.3      397.5     1.07e+05
2018 11 22  0104   58444    3840    0        1.3      396.8     1.00e+05
2018 11 22  0105   58444    3900    0        1.1      386.1     3.41e+04
2018 11 22  0106   58444    3960    1        1.4      392.7     7.55e+04
2018 11 22  0107   58444    4020    0        1.5      394.8     8.77e+04
2018 11 22  0108   58444    4080    0        1.3      395.4     9.91e+04
2018 11 22  0109   58444    4140    0        1.3      396.6     9.33e+04
2018 11 22  0110   58444    4200    0        1.4      397.0     9.06e+04
2018 11 22  0111   58444    4260    0        1.4      399.0     9.97e+04
2018 11 22  0112   58444    4320    0        1.4      398.0     1.03e+05
2018 11 22  0113   58444    4380    0        1.4      397.0     1.05e+05
2018 11 22  0114   58444    4440    0        1.4      397.5     1.01e+05
2018 11 22  0115   58444    4500    0        1.3      397.8     9.76e+04
2018 11 22  0116   58444    4560    0        1.3      397.9     9.66e+04
2018 11 22  0117   58444    4620    0        1.2      398.7     1.02e+05
2018 11 22  0118   58444    4680    0        1.4      393.9     9.97e+04
2018 11 22  0119   58444    4740    0        1.4      395.4     9.45e+04
