:Data_list: 20220425_ace_sis_5m.txt
:Created: 2022 Apr 26 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2022 04 25  0000    59694       0      0    1.96e+00    0    1.37e+00
2022 04 25  0005    59694     300      0    1.94e+00    0    1.37e+00
2022 04 25  0010    59694     600      0    1.98e+00    0    1.40e+00
2022 04 25  0015    59694     900      0    1.94e+00    0    1.36e+00
2022 04 25  0020    59694    1200      0    1.95e+00    0    1.35e+00
2022 04 25  0025    59694    1500      0    1.97e+00    0    1.39e+00
2022 04 25  0030    59694    1800      0    1.98e+00    0    1.40e+00
2022 04 25  0035    59694    2100      0    1.95e+00    0    1.38e+00
2022 04 25  0040    59694    2400      0    1.97e+00    0    1.37e+00
2022 04 25  0045    59694    2700      0    1.95e+00    0    1.38e+00
2022 04 25  0050    59694    3000      0    1.98e+00    0    1.38e+00
2022 04 25  0055    59694    3300      0    1.98e+00    0    1.39e+00
2022 04 25  0100    59694    3600      0    1.97e+00    0    1.39e+00
2022 04 25  0105    59694    3900      0    1.94e+00    0    1.38e+00
2022 04 25  0110    59694    4200      0    2.00e+00    0    1.39e+00
2022 04 25  0115    59694    4500      0    1.97e+00    0    1.38e+00
2022 04 25  0120    59694    4800      0    1.95e+00    0    1.37e+00
2022 04 25  0125    59694    5100      0    1.97e+00    0    1.39e+00
2022 04 25  0130    59694    5400      0    1.99e+00    0    1.41e+00
2022 04 25  0135    59694    5700      0    1.98e+00    0    1.39e+00
2022 04 25  0140    59694    6000      0    1.94e+00    0    1.35e+00
2022 04 25  0145    59694    6300      0    1.94e+00    0    1.35e+00
2022 04 25  0150    59694    6600      0    1.96e+00    0    1.37e+00
2022 04 25  0155    59694    6900      0    1.97e+00    0    1.37e+00
2022 04 25  0200    59694    7200      0    2.00e+00    0    1.40e+00
2022 04 25  0205    59694    7500      0    1.95e+00    0    1.35e+00
2022 04 25  0210    59694    7800      0    1.99e+00    0    1.40e+00
2022 04 25  0215    59694    8100      0    1.94e+00    0    1.36e+00
2022 04 25  0220    59694    8400      0    1.96e+00    0    1.38e+00
2022 04 25  0225    59694    8700      0    2.00e+00    0    1.39e+00
2022 04 25  0230    59694    9000      0    1.96e+00    0    1.38e+00
2022 04 25  0235    59694    9300      0    1.96e+00    0    1.38e+00
2022 04 25  0240    59694    9600      0    1.94e+00    0    1.35e+00
2022 04 25  0245    59694    9900      0    1.96e+00    0    1.38e+00
2022 04 25  0250    59694   10200      0    1.93e+00    0    1.37e+00
2022 04 25  0255    59694   10500      0    1.96e+00    0    1.38e+00
2022 04 25  0300    59694   10800      0    2.04e+00    0    1.43e+00
2022 04 25  0305    59694   11100      0    1.95e+00    0    1.37e+00
