:Data_list: 20230502_ace_sis_5m.txt
:Created: 2023 May 03 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2023 05 02  0000    60066       0      0    1.21e+00    0    8.44e-01
2023 05 02  0005    60066     300      0    1.19e+00    0    8.32e-01
2023 05 02  0010    60066     600      0    1.19e+00    0    8.40e-01
2023 05 02  0015    60066     900      0    1.20e+00    0    8.45e-01
2023 05 02  0020    60066    1200      0    1.21e+00    0    8.44e-01
2023 05 02  0025    60066    1500      0    1.24e+00    0    8.74e-01
2023 05 02  0030    60066    1800      0    1.22e+00    0    8.56e-01
2023 05 02  0035    60066    2100      0    1.24e+00    0    8.70e-01
2023 05 02  0040    60066    2400      0    1.19e+00    0    8.44e-01
2023 05 02  0045    60066    2700      0    1.21e+00    0    8.50e-01
2023 05 02  0050    60066    3000      0    1.19e+00    0    8.33e-01
2023 05 02  0055    60066    3300      0    1.20e+00    0    8.52e-01
2023 05 02  0100    60066    3600      0    1.21e+00    0    8.56e-01
2023 05 02  0105    60066    3900      0    1.20e+00    0    8.45e-01
2023 05 02  0110    60066    4200      0    1.18e+00    0    8.24e-01
2023 05 02  0115    60066    4500      0    1.18e+00    0    8.16e-01
2023 05 02  0120    60066    4800      0    1.22e+00    0    8.62e-01
2023 05 02  0125    60066    5100      0    1.20e+00    0    8.44e-01
2023 05 02  0130    60066    5400      0    1.22e+00    0    8.65e-01
2023 05 02  0135    60066    5700      0    1.23e+00    0    8.67e-01
2023 05 02  0140    60066    6000      0    1.21e+00    0    8.57e-01
2023 05 02  0145    60066    6300      0    1.20e+00    0    8.41e-01
2023 05 02  0150    60066    6600      0    1.18e+00    0    8.25e-01
2023 05 02  0155    60066    6900      0    1.21e+00    0    8.50e-01
2023 05 02  0200    60066    7200      0    1.22e+00    0    8.51e-01
2023 05 02  0205    60066    7500      0    1.22e+00    0    8.55e-01
2023 05 02  0210    60066    7800      0    1.21e+00    0    8.50e-01
2023 05 02  0215    60066    8100      0    1.23e+00    0    8.61e-01
2023 05 02  0220    60066    8400      0    1.18e+00    0    8.29e-01
2023 05 02  0225    60066    8700      0    1.18e+00    0    8.33e-01
2023 05 02  0230    60066    9000      0    1.20e+00    0    8.46e-01
2023 05 02  0235    60066    9300      0    1.20e+00    0    8.44e-01
2023 05 02  0240    60066    9600      0    1.24e+00    0    8.72e-01
2023 05 02  0245    60066    9900      0    1.17e+00    0    8.23e-01
2023 05 02  0250    60066   10200      0    1.21e+00    0    8.50e-01
2023 05 02  0255    60066   10500      0    1.22e+00    0    8.52e-01
2023 05 02  0300    60066   10800      0    1.23e+00    0    8.61e-01
2023 05 02  0305    60066   11100      0    1.22e+00    0    8.52e-01
2023 05 02  0310    60066   11400      0    1.20e+00    0    8.42e-01
2023 05 02  0315    60066   11700      0    1.22e+00    0    8.64e-01
2023 05 02  0320    60066   12000      0    1.24e+00    0    8.71e-01
2023 05 02  0325    60066   12300      0    1.21e+00    0    8.47e-01
2023 05 02  0330    60066   12600      0    1.21e+00    0    8.52e-01
2023 05 02  0335    60066   12900      0    1.19e+00    0    8.31e-01
2023 05 02  0340    60066   13200      0    1.22e+00    0    8.72e-01
2023 05 02  0345    60066   13500      0    1.20e+00    0    8.43e-01
2023 05 02  0350    60066   13800      0    1.21e+00    0    8.60e-01
2023 05 02  0355    60066   14100      9   -1.00e+05    9   -1.00e+05
2023 05 02  0400    60066   14400      0    1.20e+00    0    8.36e-01
2023 05 02  0405    60066   14700      0    1.18e+00    0    8.18e-01
2023 05 02  0410    60066   15000      0    1.20e+00    0    8.45e-01
2023 05 02  0415    60066   15300      0    1.23e+00    0    8.74e-01
2023 05 02  0420    60066   15600      0    1.21e+00    0    8.43e-01
2023 05 02  0425    60066   15900      0    1.22e+00    0    8.60e-01
2023 05 02  0430    60066   16200      0    1.19e+00    0    8.41e-01
2023 05 02  0435    60066   16500      0    1.22e+00    0    8.50e-01
2023 05 02  0440    60066   16800      0    1.19e+00    0    8.23e-01
2023 05 02  0445    60066   17100      0    1.21e+00    0    8.43e-01
2023 05 02  0450    60066   17400      0    1.19e+00    0    8.45e-01
2023 05 02  0455    60066   17700      0    1.22e+00    0    8.56e-01
2023 05 02  0500    60066   18000      0    1.22e+00    0    8.55e-01
2023 05 02  0505    60066   18300      0    1.23e+00    0    8.69e-01
2023 05 02  0510    60066   18600      0    1.22e+00    0    8.56e-01
2023 05 02  0515    60066   18900      0    1.21e+00    0    8.50e-01
2023 05 02  0520    60066   19200      0    1.20e+00    0    8.48e-01
2023 05 02  0525    60066   19500      0    1.21e+00    0    8.54e-01
2023 05 02  0530    60066   19800      0    1.20e+00    0    8.43e-01
2023 05 02  0535    60066   20100      0    1.20e+00    0    8.39e-01
2023 05 02  0540    60066   20400      0    1.20e+00    0    8.48e-01
2023 05 02  0545    60066   20700      0    1.21e+00    0    8.60e-01
2023 05 02  0550    60066   21000      0    1.21e+00    0    8.56e-01
2023 05 02  0555    60066   21300      0    1.22e+00    0    8.52e-01
2023 05 02  0600    60066   21600      0    1.21e+00    0    8.56e-01
2023 05 02  0605    60066   21900      0    1.22e+00    0    8.50e-01
2023 05 02  0610    60066   22200      0    1.21e+00    0    8.53e-01
2023 05 02  0615    60066   22500      0    1.21e+00    0    8.48e-01
2023 05 02  0620    60066   22800      0    1.19e+00    0    8.27e-01
2023 05 02  0625    60066   23100      0    1.20e+00    0    8.40e-01
2023 05 02  0630    60066   23400      0    1.21e+00    0    8.46e-01
