:Data_list: 20170119_ace_sis_5m.txt
:Created: 2017 Jan 19 1001 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2017 01 19  0000    57772       0      9   -1.00e+05    9   -1.00e+05
2017 01 19  0005    57772     300      9   -1.00e+05    9   -1.00e+05
2017 01 19  0010    57772     600      9   -1.00e+05    9   -1.00e+05
2017 01 19  0015    57772     900      9   -1.00e+05    9   -1.00e+05
2017 01 19  0020    57772    1200      9   -1.00e+05    9   -1.00e+05
2017 01 19  0025    57772    1500      9   -1.00e+05    9   -1.00e+05
2017 01 19  0030    57772    1800      9   -1.00e+05    9   -1.00e+05
2017 01 19  0035    57772    2100      9   -1.00e+05    9   -1.00e+05
2017 01 19  0040    57772    2400      9   -1.00e+05    9   -1.00e+05
2017 01 19  0045    57772    2700      9   -1.00e+05    9   -1.00e+05
2017 01 19  0050    57772    3000      9   -1.00e+05    9   -1.00e+05
2017 01 19  0055    57772    3300      9   -1.00e+05    9   -1.00e+05
2017 01 19  0100    57772    3600      9   -1.00e+05    9   -1.00e+05
2017 01 19  0105    57772    3900      9   -1.00e+05    9   -1.00e+05
2017 01 19  0110    57772    4200      9   -1.00e+05    9   -1.00e+05
2017 01 19  0115    57772    4500      9   -1.00e+05    9   -1.00e+05
2017 01 19  0120    57772    4800      9   -1.00e+05    9   -1.00e+05
2017 01 19  0125    57772    5100      9   -1.00e+05    9   -1.00e+05
2017 01 19  0130    57772    5400      9   -1.00e+05    9   -1.00e+05
2017 01 19  0135    57772    5700      9   -1.00e+05    9   -1.00e+05
2017 01 19  0140    57772    6000      9   -1.00e+05    9   -1.00e+05
2017 01 19  0145    57772    6300      9   -1.00e+05    9   -1.00e+05
2017 01 19  0150    57772    6600      9   -1.00e+05    9   -1.00e+05
