:Data_list: 20200125_ace_sis_5m.txt
:Created: 2020 Jan 25 1001 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 01 25  0000    58873       0      0    2.59e+00    0    1.81e+00
2020 01 25  0005    58873     300      0    2.53e+00    0    1.78e+00
2020 01 25  0010    58873     600      0    2.52e+00    0    1.78e+00
2020 01 25  0015    58873     900      0    2.51e+00    0    1.78e+00
2020 01 25  0020    58873    1200      0    2.54e+00    0    1.78e+00
2020 01 25  0025    58873    1500      0    2.53e+00    0    1.77e+00
2020 01 25  0030    58873    1800      0    2.60e+00    0    1.83e+00
2020 01 25  0035    58873    2100      0    2.53e+00    0    1.77e+00
2020 01 25  0040    58873    2400      0    2.57e+00    0    1.79e+00
2020 01 25  0045    58873    2700      0    2.53e+00    0    1.78e+00
2020 01 25  0050    58873    3000      0    2.55e+00    0    1.79e+00
2020 01 25  0055    58873    3300      0    2.51e+00    0    1.76e+00
2020 01 25  0100    58873    3600      0    2.51e+00    0    1.76e+00
2020 01 25  0105    58873    3900      0    2.53e+00    0    1.78e+00
2020 01 25  0110    58873    4200      0    2.50e+00    0    1.75e+00
2020 01 25  0115    58873    4500      0    2.56e+00    0    1.78e+00
2020 01 25  0120    58873    4800      0    2.49e+00    0    1.75e+00
2020 01 25  0125    58873    5100      0    2.50e+00    0    1.77e+00
2020 01 25  0130    58873    5400      0    2.53e+00    0    1.76e+00
2020 01 25  0135    58873    5700      0    2.53e+00    0    1.78e+00
2020 01 25  0140    58873    6000      0    2.51e+00    0    1.77e+00
2020 01 25  0145    58873    6300      0    2.53e+00    0    1.76e+00
2020 01 25  0150    58873    6600      0    2.51e+00    0    1.76e+00
2020 01 25  0155    58873    6900      0    2.51e+00    0    1.78e+00
2020 01 25  0200    58873    7200      0    2.52e+00    0    1.78e+00
2020 01 25  0205    58873    7500      0    2.52e+00    0    1.77e+00
2020 01 25  0210    58873    7800      0    2.52e+00    0    1.76e+00
2020 01 25  0215    58873    8100      0    2.51e+00    0    1.76e+00
2020 01 25  0220    58873    8400      0    2.52e+00    0    1.78e+00
2020 01 25  0225    58873    8700      0    2.52e+00    0    1.77e+00
2020 01 25  0230    58873    9000      0    2.48e+00    0    1.73e+00
2020 01 25  0235    58873    9300      0    2.53e+00    0    1.77e+00
2020 01 25  0240    58873    9600      0    2.51e+00    0    1.77e+00
2020 01 25  0245    58873    9900      0    2.48e+00    0    1.74e+00
2020 01 25  0250    58873   10200      0    2.51e+00    0    1.75e+00
2020 01 25  0255    58873   10500      0    2.46e+00    0    1.72e+00
2020 01 25  0300    58873   10800      0    2.51e+00    0    1.77e+00
2020 01 25  0305    58873   11100      0    2.55e+00    0    1.77e+00
2020 01 25  0310    58873   11400      0    2.51e+00    0    1.74e+00
2020 01 25  0315    58873   11700      0    2.47e+00    0    1.72e+00
2020 01 25  0320    58873   12000      0    2.49e+00    0    1.74e+00
2020 01 25  0325    58873   12300      0    2.51e+00    0    1.77e+00
2020 01 25  0330    58873   12600      0    2.50e+00    0    1.76e+00
2020 01 25  0335    58873   12900      0    2.53e+00    0    1.77e+00
2020 01 25  0340    58873   13200      0    2.47e+00    0    1.73e+00
2020 01 25  0345    58873   13500      0    2.52e+00    0    1.78e+00
2020 01 25  0350    58873   13800      0    2.55e+00    0    1.80e+00
2020 01 25  0355    58873   14100      0    2.56e+00    0    1.81e+00
2020 01 25  0400    58873   14400      0    2.52e+00    0    1.78e+00
2020 01 25  0405    58873   14700      0    2.50e+00    0    1.77e+00
