:Product: 201706_ace_swepam_1h.txt
:Issued: 2017 Jun 15 0810 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2017 06 01  0000   57905       0    9    -9999.9    -9999.9    -1.00e+05
2017 06 01  0100   57905    3600    9    -9999.9    -9999.9    -1.00e+05
2017 06 01  0200   57905    7200    0        7.0      357.1     2.37e+04
2017 06 01  0300   57905   10800    0        7.2      349.7     1.65e+04
2017 06 01  0400   57905   14400    0        6.8      348.9     1.80e+04
2017 06 01  0500   57905   18000    0        8.7      346.2     2.25e+04
2017 06 01  0600   57905   21600    0        6.7      343.8     2.10e+04
2017 06 01  0700   57905   25200    0        5.9      340.8     2.42e+04
2017 06 01  0800   57905   28800    0        8.6      340.4     2.17e+04
2017 06 01  0900   57905   32400    0       13.2      344.3     2.06e+04
2017 06 01  1000   57905   36000    0       14.3      345.3     1.81e+04
2017 06 01  1100   57905   39600    0       15.1      348.2     1.65e+04
2017 06 01  1200   57905   43200    0       16.2      361.0     2.83e+04
2017 06 01  1300   57905   46800    0       17.2      366.3     2.39e+04
2017 06 01  1400   57905   50400    0       22.5      363.9     2.20e+04
2017 06 01  1500   57905   54000    0       26.9      366.4     2.35e+04
2017 06 01  1600   57905   57600    0       29.8      374.4     3.43e+04
2017 06 01  1700   57905   61200    0       17.0      369.9     5.49e+04
2017 06 01  1800   57905   64800    0        9.4      373.6     5.17e+04
2017 06 01  1900   57905   68400    3    -9999.9    -9999.9    -1.00e+05
2017 06 01  2000   57905   72000    0        3.3      431.5     1.52e+05
2017 06 01  2100   57905   75600    0        5.4      431.2     1.18e+05
2017 06 01  2200   57905   79200    0        4.8      429.9     7.92e+04
2017 06 01  2300   57905   82800    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  0000   57906       0    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  0100   57906    3600    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  0200   57906    7200    0        7.9      380.9     4.49e+04
2017 06 02  0300   57906   10800    0        8.2      376.7     4.13e+04
2017 06 02  0400   57906   14400    0        6.4      375.4     4.81e+04
2017 06 02  0500   57906   18000    0        8.8      377.8     3.86e+04
2017 06 02  0600   57906   21600    0        7.1      374.3     3.85e+04
2017 06 02  0700   57906   25200    0        6.5      370.2     3.74e+04
2017 06 02  0800   57906   28800    0        5.7      367.6     3.55e+04
2017 06 02  0900   57906   32400    0        5.4      364.6     3.37e+04
2017 06 02  1000   57906   36000    0        3.9      371.0     4.21e+04
2017 06 02  1100   57906   39600    0        4.1      372.1     3.72e+04
2017 06 02  1200   57906   43200    0        5.1      368.7     3.46e+04
2017 06 02  1300   57906   46800    0        5.4      367.7     3.35e+04
2017 06 02  1400   57906   50400    0        6.0      367.5     2.75e+04
2017 06 02  1500   57906   54000    0        6.6      366.7     2.41e+04
2017 06 02  1600   57906   57600    0        6.7      366.2     2.65e+04
2017 06 02  1700   57906   61200    0        5.7      371.8     2.18e+04
2017 06 02  1800   57906   64800    0        5.5      369.1     2.61e+04
2017 06 02  1900   57906   68400    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  2000   57906   72000    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  2100   57906   75600    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  2200   57906   79200    9    -9999.9    -9999.9    -1.00e+05
2017 06 02  2300   57906   82800    9    -9999.9    -9999.9    -1.00e+05
2017 06 03  0000   57907       0    9    -9999.9    -9999.9    -1.00e+05
2017 06 03  0100   57907    3600    9    -9999.9    -9999.9    -1.00e+05
2017 06 03  0200   57907    7200    0        7.3      357.9     2.00e+04
2017 06 03  0300   57907   10800    3    -9999.9    -9999.9    -1.00e+05
2017 06 03  0400   57907   14400    0        6.2      356.1     3.43e+04
2017 06 03  0500   57907   18000    0        6.6      355.2     3.51e+04
2017 06 03  0600   57907   21600    0        6.9      355.0     3.17e+04
2017 06 03  0700   57907   25200    0        8.8      362.2     3.58e+04
2017 06 03  0800   57907   28800    0       18.0      377.7     3.79e+04
2017 06 03  0900   57907   32400    0       21.8      380.0     2.41e+04
2017 06 03  1000   57907   36000    0       15.1      379.9     2.79e+04
2017 06 03  1100   57907   39600    0        9.0      382.3     3.75e+04
2017 06 03  1200   57907   43200    0        4.8      392.7     5.14e+04
2017 06 03  1300   57907   46800    0        5.5      400.9     4.81e+04
