:Product: 202403_ace_loc_1h.txt
:Issued: 2024 Mar 02 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2024 03 01  0000   60370       0     239.9    -25.0    -24.3
2024 03 01  0100   60370    3600     239.9    -25.0    -24.3
2024 03 01  0200   60370    7200     239.9    -25.1    -24.3
2024 03 01  0300   60370   10800     239.9    -25.1    -24.3
2024 03 01  0400   60370   14400     239.9    -25.2    -24.3
2024 03 01  0500   60370   18000     239.9    -25.2    -24.2
2024 03 01  0600   60370   21600     239.9    -25.3    -24.2
2024 03 01  0700   60370   25200     239.9    -25.3    -24.2
2024 03 01  0800   60370   28800     239.9    -25.4    -24.2
2024 03 01  0900   60370   32400     239.9    -25.4    -24.2
2024 03 01  1000   60370   36000     239.9    -25.5    -24.2
2024 03 01  1100   60370   39600     239.9    -25.5    -24.2
2024 03 01  1200   60370   43200     239.9    -25.6    -24.2
2024 03 01  1300   60370   46800     239.8    -25.6    -24.2
2024 03 01  1400   60370   50400     239.8    -25.7    -24.2
2024 03 01  1500   60370   54000     239.8    -25.7    -24.1
2024 03 01  1600   60370   57600     239.8    -25.8    -24.1
2024 03 01  1700   60370   61200     239.8    -25.8    -24.1
2024 03 01  1800   60370   64800     239.8    -25.9    -24.1
2024 03 01  1900   60370   68400     239.8    -25.9    -24.1
2024 03 01  2000   60370   72000     239.8    -26.0    -24.1
2024 03 01  2100   60370   75600     239.8    -26.0    -24.1
2024 03 01  2200   60370   79200     239.8    -26.0    -24.1
2024 03 01  2300   60370   82800     239.8    -26.1    -24.1
2024 03 02  0000   60371       0     239.8    -26.1    -24.0
2024 03 02  0100   60371    3600     239.8    -26.2    -24.0
2024 03 02  0200   60371    7200     239.8    -26.2    -24.0
2024 03 02  0300   60371   10800     239.8    -26.3    -24.0
2024 03 02  0400   60371   14400     239.8    -26.3    -24.0
2024 03 02  0500   60371   18000     239.8    -26.4    -24.0
2024 03 02  0600   60371   21600     239.8    -26.4    -24.0
2024 03 02  0700   60371   25200     239.8    -26.5    -24.0
2024 03 02  0800   60371   28800     239.8    -26.5    -24.0
2024 03 02  0900   60371   32400     239.7    -26.6    -23.9
2024 03 02  1000   60371   36000     239.7    -26.6    -23.9
2024 03 02  1100   60371   39600     239.7    -26.6    -23.9
2024 03 02  1200   60371   43200     239.7    -26.7    -23.9
2024 03 02  1300   60371   46800     239.7    -26.7    -23.9
2024 03 02  1400   60371   50400     239.7    -26.8    -23.9
2024 03 02  1500   60371   54000     239.7    -26.8    -23.9
2024 03 02  1600   60371   57600     239.7    -26.9    -23.9
2024 03 02  1700   60371   61200     239.7    -26.9    -23.9
2024 03 02  1800   60371   64800     239.7    -27.0    -23.8
2024 03 02  1900   60371   68400     239.7    -27.0    -23.8
2024 03 02  2000   60371   72000     239.7    -27.0    -23.8
2024 03 02  2100   60371   75600     239.7    -27.1    -23.8
2024 03 02  2200   60371   79200     239.7    -27.1    -23.8
2024 03 02  2300   60371   82800     239.7    -27.2    -23.8
