:Product: 201603_ace_loc_1h.txt
:Issued: 2016 Mar 08 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2016 03 01  0000   57448       0     219.2    -12.3    -20.9
2016 03 01  0100   57448    3600     219.2    -12.2    -20.9
2016 03 01  0200   57448    7200     219.2    -12.2    -20.9
2016 03 01  0300   57448   10800     219.2    -12.1    -20.9
2016 03 01  0400   57448   14400     219.3    -12.0    -20.9
2016 03 01  0500   57448   18000     219.3    -12.0    -21.0
2016 03 01  0600   57448   21600     219.3    -11.9    -21.0
2016 03 01  0700   57448   25200     219.3    -11.9    -21.0
2016 03 01  0800   57448   28800     219.3    -11.8    -21.0
2016 03 01  0900   57448   32400     219.3    -11.8    -21.0
2016 03 01  1000   57448   36000     219.3    -11.7    -21.0
2016 03 01  1100   57448   39600     219.3    -11.6    -21.0
2016 03 01  1200   57448   43200     219.3    -11.6    -21.1
2016 03 01  1300   57448   46800     219.3    -11.5    -21.1
2016 03 01  1400   57448   50400     219.3    -11.5    -21.1
2016 03 01  1500   57448   54000     219.3    -11.4    -21.1
2016 03 01  1600   57448   57600     219.3    -11.3    -21.1
2016 03 01  1700   57448   61200     219.3    -11.3    -21.1
2016 03 01  1800   57448   64800     219.3    -11.2    -21.2
2016 03 01  1900   57448   68400     219.3    -11.2    -21.2
2016 03 01  2000   57448   72000     219.3    -11.1    -21.2
2016 03 01  2100   57448   75600     219.3    -11.1    -21.2
2016 03 01  2200   57448   79200     219.3    -11.0    -21.2
2016 03 01  2300   57448   82800     219.3    -10.9    -21.2
2016 03 02  0000   57449       0     219.3    -10.9    -21.2
2016 03 02  0100   57449    3600     219.3    -10.8    -21.3
2016 03 02  0200   57449    7200     219.3    -10.8    -21.3
2016 03 02  0300   57449   10800     219.3    -10.7    -21.3
2016 03 02  0400   57449   14400     219.3    -10.6    -21.3
2016 03 02  0500   57449   18000     219.4    -10.6    -21.3
2016 03 02  0600   57449   21600     219.4    -10.5    -21.3
2016 03 02  0700   57449   25200     219.4    -10.5    -21.4
2016 03 02  0800   57449   28800     219.4    -10.4    -21.4
2016 03 02  0900   57449   32400     219.4    -10.3    -21.4
2016 03 02  1000   57449   36000     219.4    -10.3    -21.4
2016 03 02  1100   57449   39600     219.4    -10.2    -21.4
2016 03 02  1200   57449   43200     219.4    -10.2    -21.4
2016 03 02  1300   57449   46800     219.4    -10.1    -21.4
2016 03 02  1400   57449   50400     219.4    -10.0    -21.5
2016 03 02  1500   57449   54000     219.4    -10.0    -21.5
2016 03 02  1600   57449   57600     219.4     -9.9    -21.5
2016 03 02  1700   57449   61200     219.4     -9.9    -21.5
2016 03 02  1800   57449   64800     219.4     -9.8    -21.5
2016 03 02  1900   57449   68400     219.4     -9.7    -21.5
2016 03 02  2000   57449   72000     219.4     -9.7    -21.5
2016 03 02  2100   57449   75600     219.4     -9.6    -21.6
2016 03 02  2200   57449   79200     219.4     -9.6    -21.6
2016 03 02  2300   57449   82800     219.4     -9.5    -21.6
2016 03 03  0000   57450       0     219.4     -9.4    -21.6
2016 03 03  0100   57450    3600     219.4     -9.4    -21.6
2016 03 03  0200   57450    7200     219.4     -9.3    -21.6
2016 03 03  0300   57450   10800     219.5     -9.3    -21.6
2016 03 03  0400   57450   14400     219.5     -9.2    -21.7
2016 03 03  0500   57450   18000     219.5     -9.1    -21.7
2016 03 03  0600   57450   21600     219.5     -9.1    -21.7
2016 03 03  0700   57450   25200     219.5     -9.0    -21.7
2016 03 03  0800   57450   28800     219.5     -8.9    -21.7
2016 03 03  0900   57450   32400     219.5     -8.9    -21.7
2016 03 03  1000   57450   36000     219.5     -8.8    -21.7
2016 03 03  1100   57450   39600     219.5     -8.8    -21.8
2016 03 03  1200   57450   43200     219.5     -8.7    -21.8
2016 03 03  1300   57450   46800     219.5     -8.6    -21.8
2016 03 03  1400   57450   50400     219.5     -8.6    -21.8
2016 03 03  1500   57450   54000     219.5     -8.5    -21.8
