:Product: 201902_ace_loc_1h.txt
:Issued: 2019 Feb 01 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2019 02 01  0000   58515       0    -999.9   -999.9   -999.9
2019 02 01  0100   58515    3600    -999.9   -999.9   -999.9
2019 02 01  0200   58515    7200    -999.9   -999.9   -999.9
2019 02 01  0300   58515   10800    -999.9   -999.9   -999.9
2019 02 01  0400   58515   14400    -999.9   -999.9   -999.9
2019 02 01  0500   58515   18000    -999.9   -999.9   -999.9
2019 02 01  0600   58515   21600    -999.9   -999.9   -999.9
2019 02 01  0700   58515   25200    -999.9   -999.9   -999.9
2019 02 01  0800   58515   28800    -999.9   -999.9   -999.9
2019 02 01  0900   58515   32400    -999.9   -999.9   -999.9
2019 02 01  1000   58515   36000    -999.9   -999.9   -999.9
2019 02 01  1100   58515   39600    -999.9   -999.9   -999.9
2019 02 01  1200   58515   43200    -999.9   -999.9   -999.9
2019 02 01  1300   58515   46800    -999.9   -999.9   -999.9
2019 02 01  1400   58515   50400    -999.9   -999.9   -999.9
2019 02 01  1500   58515   54000    -999.9   -999.9   -999.9
2019 02 01  1600   58515   57600    -999.9   -999.9   -999.9
2019 02 01  1700   58515   61200    -999.9   -999.9   -999.9
2019 02 01  1800   58515   64800    -999.9   -999.9   -999.9
2019 02 01  1900   58515   68400    -999.9   -999.9   -999.9
2019 02 01  2000   58515   72000    -999.9   -999.9   -999.9
2019 02 01  2100   58515   75600    -999.9   -999.9   -999.9
2019 02 01  2200   58515   79200    -999.9   -999.9   -999.9
2019 02 01  2300   58515   82800    -999.9   -999.9   -999.9
