:Product: 201901_ace_loc_1h.txt
:Issued: 2019 Jan 02 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2019 01 01  0000   58484       0    -999.9   -999.9   -999.9
2019 01 01  0100   58484    3600    -999.9   -999.9   -999.9
2019 01 01  0200   58484    7200    -999.9   -999.9   -999.9
2019 01 01  0300   58484   10800    -999.9   -999.9   -999.9
2019 01 01  0400   58484   14400    -999.9   -999.9   -999.9
2019 01 01  0500   58484   18000    -999.9   -999.9   -999.9
2019 01 01  0600   58484   21600    -999.9   -999.9   -999.9
2019 01 01  0700   58484   25200    -999.9   -999.9   -999.9
2019 01 01  0800   58484   28800    -999.9   -999.9   -999.9
2019 01 01  0900   58484   32400    -999.9   -999.9   -999.9
2019 01 01  1000   58484   36000    -999.9   -999.9   -999.9
2019 01 01  1100   58484   39600    -999.9   -999.9   -999.9
2019 01 01  1200   58484   43200    -999.9   -999.9   -999.9
2019 01 01  1300   58484   46800    -999.9   -999.9   -999.9
2019 01 01  1400   58484   50400    -999.9   -999.9   -999.9
2019 01 01  1500   58484   54000    -999.9   -999.9   -999.9
2019 01 01  1600   58484   57600    -999.9   -999.9   -999.9
2019 01 01  1700   58484   61200    -999.9   -999.9   -999.9
2019 01 01  1800   58484   64800    -999.9   -999.9   -999.9
2019 01 01  1900   58484   68400    -999.9   -999.9   -999.9
2019 01 01  2000   58484   72000    -999.9   -999.9   -999.9
2019 01 01  2100   58484   75600    -999.9   -999.9   -999.9
2019 01 01  2200   58484   79200    -999.9   -999.9   -999.9
2019 01 01  2300   58484   82800    -999.9   -999.9   -999.9
2019 01 02  0000   58485       0    -999.9   -999.9   -999.9
2019 01 02  0100   58485    3600    -999.9   -999.9   -999.9
2019 01 02  0200   58485    7200    -999.9   -999.9   -999.9
2019 01 02  0300   58485   10800    -999.9   -999.9   -999.9
2019 01 02  0400   58485   14400    -999.9   -999.9   -999.9
2019 01 02  0500   58485   18000    -999.9   -999.9   -999.9
2019 01 02  0600   58485   21600    -999.9   -999.9   -999.9
2019 01 02  0700   58485   25200    -999.9   -999.9   -999.9
2019 01 02  0800   58485   28800    -999.9   -999.9   -999.9
2019 01 02  0900   58485   32400    -999.9   -999.9   -999.9
2019 01 02  1000   58485   36000    -999.9   -999.9   -999.9
2019 01 02  1100   58485   39600    -999.9   -999.9   -999.9
2019 01 02  1200   58485   43200    -999.9   -999.9   -999.9
2019 01 02  1300   58485   46800    -999.9   -999.9   -999.9
2019 01 02  1400   58485   50400    -999.9   -999.9   -999.9
2019 01 02  1500   58485   54000    -999.9   -999.9   -999.9
2019 01 02  1600   58485   57600    -999.9   -999.9   -999.9
2019 01 02  1700   58485   61200    -999.9   -999.9   -999.9
2019 01 02  1800   58485   64800    -999.9   -999.9   -999.9
2019 01 02  1900   58485   68400    -999.9   -999.9   -999.9
2019 01 02  2000   58485   72000    -999.9   -999.9   -999.9
2019 01 02  2100   58485   75600    -999.9   -999.9   -999.9
2019 01 02  2200   58485   79200    -999.9   -999.9   -999.9
2019 01 02  2300   58485   82800    -999.9   -999.9   -999.9
