:Product: 202311_ace_sis_1h.txt
:Issued: 2023 Nov 08 0910 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# Hourly Averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the     ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day      S    > 10 MeV    S    > 30 MeV
#-------------------------------------------------------------------
2023 11 01  0000   60249       0      0    9.88e-01    0    6.96e-01
2023 11 01  0100   60249    3600      0    1.00e+00    0    7.12e-01
2023 11 01  0200   60249    7200      0    1.00e+00    0    7.09e-01
2023 11 01  0300   60249   10800      0    9.98e-01    0    7.04e-01
2023 11 01  0400   60249   14400      0    9.97e-01    0    7.06e-01
2023 11 01  0500   60249   18000      0    9.90e-01    0    6.96e-01
2023 11 01  0600   60249   21600      0    1.01e+00    0    7.14e-01
2023 11 01  0700   60249   25200      0    9.91e-01    0    7.01e-01
2023 11 01  0800   60249   28800      0    1.00e+00    0    7.09e-01
2023 11 01  0900   60249   32400      0    9.87e-01    0    7.08e-01
2023 11 01  1000   60249   36000      0    9.73e-01    0    6.86e-01
2023 11 01  1100   60249   39600      0    9.69e-01    0    6.81e-01
2023 11 01  1200   60249   43200      0    9.98e-01    0    7.10e-01
2023 11 01  1300   60249   46800      0    9.94e-01    0    7.02e-01
2023 11 01  1400   60249   50400      0    9.74e-01    0    6.82e-01
2023 11 01  1500   60249   54000      0    9.94e-01    0    7.05e-01
2023 11 01  1600   60249   57600      0    9.98e-01    0    7.12e-01
2023 11 01  1700   60249   61200      0    9.91e-01    0    7.02e-01
2023 11 01  1800   60249   64800      0    9.90e-01    0    7.01e-01
2023 11 01  1900   60249   68400      0    9.90e-01    0    7.00e-01
