:Product: 202101_ace_swepam_1h.txt
:Issued: 2021 Jan 17 0910 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 01 01  0000   59215       0    0        4.7      367.0     1.99e+04
2021 01 01  0100   59215    3600    0        3.6      363.0     2.64e+04
2021 01 01  0200   59215    7200    0        4.3      361.3     2.21e+04
2021 01 01  0300   59215   10800    0        4.2      360.9     2.37e+04
2021 01 01  0400   59215   14400    0        4.0      361.6     2.54e+04
2021 01 01  0500   59215   18000    0        3.6      358.3     2.34e+04
2021 01 01  0600   59215   21600    0        4.1      361.0     2.35e+04
2021 01 01  0700   59215   25200    0        5.4      363.5     2.52e+04
2021 01 01  0800   59215   28800    0        4.9      363.5     2.56e+04
2021 01 01  0900   59215   32400    0        5.2      360.5     2.33e+04
2021 01 01  1000   59215   36000    0        4.6      359.0     2.53e+04
2021 01 01  1100   59215   39600    0        4.6      352.0     2.78e+04
2021 01 01  1200   59215   43200    0        4.2      346.1     3.96e+04
2021 01 01  1300   59215   46800    3    -9999.9    -9999.9    -1.00e+05
2021 01 01  1400   59215   50400    0        3.8      347.4     3.98e+04
2021 01 01  1500   59215   54000    0        3.3      346.6     3.19e+04
2021 01 01  1600   59215   57600    0        3.0      346.8     3.48e+04
2021 01 01  1700   59215   61200    0        3.0      352.0     3.99e+04
2021 01 01  1800   59215   64800    0        3.7      355.9     3.04e+04
2021 01 01  1900   59215   68400    9    -9999.9    -9999.9    -1.00e+05
2021 01 01  2000   59215   72000    9    -9999.9    -9999.9    -1.00e+05
2021 01 01  2100   59215   75600    9    -9999.9    -9999.9    -1.00e+05
2021 01 01  2200   59215   79200    9    -9999.9    -9999.9    -1.00e+05
2021 01 01  2300   59215   82800    9    -9999.9    -9999.9    -1.00e+05
2021 01 02  0000   59216       0    0        3.7      348.4     2.95e+04
2021 01 02  0100   59216    3600    0        3.9      348.1     3.39e+04
2021 01 02  0200   59216    7200    0        3.6      346.0     3.64e+04
2021 01 02  0300   59216   10800    0        3.7      345.6     3.27e+04
2021 01 02  0400   59216   14400    0        3.6      346.1     2.78e+04
2021 01 02  0500   59216   18000    0        3.6      345.3     2.70e+04
2021 01 02  0600   59216   21600    0        3.8      342.8     2.86e+04
2021 01 02  0700   59216   25200    0        3.1      341.5     3.55e+04
2021 01 02  0800   59216   28800    0        3.1      338.4     5.00e+04
2021 01 02  0900   59216   32400    0        2.7      340.0     4.98e+04
2021 01 02  1000   59216   36000    0        2.4      339.0     4.98e+04
2021 01 02  1100   59216   39600    0        2.4      338.6     4.82e+04
2021 01 02  1200   59216   43200    0        2.4      340.6     5.01e+04
2021 01 02  1300   59216   46800    0        2.4      337.6     5.37e+04
2021 01 02  1400   59216   50400    0        2.1      337.6     4.25e+04
2021 01 02  1500   59216   54000    0        2.1      334.3     4.69e+04
2021 01 02  1600   59216   57600    3    -9999.9    -9999.9    -1.00e+05
2021 01 02  1700   59216   61200    0        2.2      327.6     3.72e+04
2021 01 02  1800   59216   64800    0        2.2      328.7     3.46e+04
2021 01 02  1900   59216   68400    0        2.4      328.0     4.10e+04
2021 01 02  2000   59216   72000    0        2.0      331.4     5.06e+04
2021 01 02  2100   59216   75600    9    -9999.9    -9999.9    -1.00e+05
2021 01 02  2200   59216   79200    9    -9999.9    -9999.9    -1.00e+05
2021 01 02  2300   59216   82800    0        3.0      318.2     4.33e+04
2021 01 03  0000   59217       0    0        3.8      326.6     3.18e+04
2021 01 03  0100   59217    3600    0        4.0      325.3     2.99e+04
2021 01 03  0200   59217    7200    0        4.0      322.8     3.03e+04
2021 01 03  0300   59217   10800    0        3.5      318.3     2.99e+04
2021 01 03  0400   59217   14400    0        3.6      312.8     2.52e+04
2021 01 03  0500   59217   18000    0        3.3      310.0     3.02e+04
2021 01 03  0600   59217   21600    0        2.8      310.7     2.70e+04
2021 01 03  0700   59217   25200    0        2.8      306.3     2.47e+04
2021 01 03  0800   59217   28800    0        3.0      304.0     2.72e+04
2021 01 03  0900   59217   32400    0        3.5      306.6     2.32e+04
2021 01 03  1000   59217   36000    0        2.6      307.4     3.11e+04
2021 01 03  1100   59217   39600    0        2.9      305.6     3.08e+04
2021 01 03  1200   59217   43200    0        3.3      299.9     2.28e+04
2021 01 03  1300   59217   46800    0        3.6      298.5     2.09e+04
2021 01 03  1400   59217   50400    0        4.0      294.3     1.76e+04
2021 01 03  1500   59217   54000    0        4.3      294.1     1.57e+04
2021 01 03  1600   59217   57600    0        3.3      296.2     2.32e+04
2021 01 03  1700   59217   61200    0        3.3      300.4     2.46e+04
2021 01 03  1800   59217   64800    0        3.6      295.5     2.02e+04
2021 01 03  1900   59217   68400    0        2.7      294.5     2.69e+04
2021 01 03  2000   59217   72000    0        2.4      297.2     2.34e+04
2021 01 03  2100   59217   75600    9    -9999.9    -9999.9    -1.00e+05
2021 01 03  2200   59217   79200    9    -9999.9    -9999.9    -1.00e+05
2021 01 03  2300   59217   82800    9    -9999.9    -9999.9    -1.00e+05
2021 01 04  0000   59218       0    0        5.2      292.7     1.32e+04
2021 01 04  0100   59218    3600    0        4.4      286.6     1.54e+04
2021 01 04  0200   59218    7200    0        4.2      292.9     1.32e+04
2021 01 04  0300   59218   10800    0        4.2      293.2     1.35e+04
2021 01 04  0400   59218   14400    0        3.7      290.4     1.95e+04
2021 01 04  0500   59218   18000    0        4.1      301.0     2.82e+04
2021 01 04  0600   59218   21600    0        3.7      302.5     3.04e+04
2021 01 04  0700   59218   25200    0        3.4      313.0     3.03e+04
2021 01 04  0800   59218   28800    0        3.5      313.0     3.45e+04
2021 01 04  0900   59218   32400    0        3.0      300.9     2.68e+04
2021 01 04  1000   59218   36000    0        2.3      296.0     2.29e+04
2021 01 04  1100   59218   39600    0        2.7      293.8     1.80e+04
2021 01 04  1200   59218   43200    0        2.0      293.0     2.84e+04
2021 01 04  1300   59218   46800    1        1.7      299.4     3.45e+04
2021 01 04  1400   59218   50400    0        1.2      319.3     4.95e+04
2021 01 04  1500   59218   54000    0        2.3      312.4     4.71e+04
2021 01 04  1600   59218   57600    0        2.9      294.0     5.11e+04
2021 01 04  1700   59218   61200    0        3.3      303.4     6.63e+04
2021 01 04  1800   59218   64800    0        3.2      305.6     7.24e+04
2021 01 04  1900   59218   68400    1        2.6      315.6     5.93e+04
2021 01 04  2000   59218   72000    0        4.0      316.3     9.29e+04
2021 01 04  2100   59218   75600    0        5.2      320.0     5.87e+04
2021 01 04  2200   59218   79200    0        4.5      310.4     6.63e+04
2021 01 04  2300   59218   82800    0        4.0      310.4     6.45e+04
2021 01 05  0000   59219       0    0        2.9      318.2     6.59e+04
2021 01 05  0100   59219    3600    1        2.4      320.5     7.85e+04
2021 01 05  0200   59219    7200    1        3.0      319.4     6.73e+04
2021 01 05  0300   59219   10800    1        2.6      328.4     7.23e+04
2021 01 05  0400   59219   14400    0        1.5      348.2     8.35e+04
2021 01 05  0500   59219   18000    0        1.8      351.3     8.26e+04
2021 01 05  0600   59219   21600    0        1.3      357.3     9.99e+04
2021 01 05  0700   59219   25200    0        2.3      335.1     9.66e+04
2021 01 05  0800   59219   28800    0        2.5      317.5     9.35e+04
2021 01 05  0900   59219   32400    1        2.4      327.2     8.42e+04
2021 01 05  1000   59219   36000    0        6.5      344.3     7.31e+04
2021 01 05  1100   59219   39600    0       17.4      368.1     7.07e+04
2021 01 05  1200   59219   43200    0       38.3      381.0     5.42e+04
2021 01 05  1300   59219   46800    1       11.3      419.7     2.03e+05
2021 01 05  1400   59219   50400    0        8.1      422.2     2.19e+05
2021 01 05  1500   59219   54000    0        9.4      439.1     2.75e+05
2021 01 05  1600   59219   57600    0        9.9      449.1     2.36e+05
2021 01 05  1700   59219   61200    0        8.6      449.2     2.62e+05
2021 01 05  1800   59219   64800    0        7.9      452.2     2.63e+05
2021 01 05  1900   59219   68400    0        7.9      446.7     2.40e+05
2021 01 05  2000   59219   72000    0        8.9      451.6     2.13e+05
2021 01 05  2100   59219   75600    9    -9999.9    -9999.9    -1.00e+05
2021 01 05  2200   59219   79200    9    -9999.9    -9999.9    -1.00e+05
2021 01 05  2300   59219   82800    0       10.2      438.6     1.73e+05
2021 01 06  0000   59220       0    0       10.7      437.5     1.80e+05
2021 01 06  0100   59220    3600    0       12.3      436.9     1.44e+05
2021 01 06  0200   59220    7200    1       10.5      459.2     1.82e+05
2021 01 06  0300   59220   10800    1        6.5      474.6     2.06e+05
2021 01 06  0400   59220   14400    0        5.1      477.0     2.00e+05
2021 01 06  0500   59220   18000    0        6.6      518.4     3.01e+05
2021 01 06  0600   59220   21600    0        5.6      563.5     4.46e+05
2021 01 06  0700   59220   25200    0        4.4      577.5     4.50e+05
2021 01 06  0800   59220   28800    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  0900   59220   32400    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  1000   59220   36000    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  1100   59220   39600    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  1200   59220   43200    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  1300   59220   46800    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  1400   59220   50400    0        1.7      530.4     2.12e+05
2021 01 06  1500   59220   54000    0        1.8      540.5     2.16e+05
2021 01 06  1600   59220   57600    0        1.7      533.0     1.79e+05
2021 01 06  1700   59220   61200    3    -9999.9    -9999.9    -1.00e+05
2021 01 06  1800   59220   64800    0        2.0      502.6     1.46e+05
2021 01 06  1900   59220   68400    0        2.2      499.3     1.03e+05
2021 01 06  2000   59220   72000    0        2.5      479.6     7.77e+04
2021 01 06  2100   59220   75600    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  2200   59220   79200    9    -9999.9    -9999.9    -1.00e+05
2021 01 06  2300   59220   82800    1        1.9      496.6     1.72e+05
2021 01 07  0000   59221       0    0        2.2      482.7     1.22e+05
