:Product: 201706_ace_loc_1h.txt
:Issued: 2017 Jun 04 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2017 06 01  0000   57905       0    -999.9   -999.9   -999.9
2017 06 01  0100   57905    3600    -999.9   -999.9   -999.9
2017 06 01  0200   57905    7200    -999.9   -999.9   -999.9
2017 06 01  0300   57905   10800    -999.9   -999.9   -999.9
2017 06 01  0400   57905   14400    -999.9   -999.9   -999.9
2017 06 01  0500   57905   18000    -999.9   -999.9   -999.9
2017 06 01  0600   57905   21600    -999.9   -999.9   -999.9
2017 06 01  0700   57905   25200    -999.9   -999.9   -999.9
2017 06 01  0800   57905   28800    -999.9   -999.9   -999.9
2017 06 01  0900   57905   32400    -999.9   -999.9   -999.9
2017 06 01  1000   57905   36000    -999.9   -999.9   -999.9
2017 06 01  1100   57905   39600    -999.9   -999.9   -999.9
2017 06 01  1200   57905   43200    -999.9   -999.9   -999.9
2017 06 01  1300   57905   46800    -999.9   -999.9   -999.9
2017 06 01  1400   57905   50400    -999.9   -999.9   -999.9
2017 06 01  1500   57905   54000    -999.9   -999.9   -999.9
2017 06 01  1600   57905   57600    -999.9   -999.9   -999.9
2017 06 01  1700   57905   61200    -999.9   -999.9   -999.9
2017 06 01  1800   57905   64800    -999.9   -999.9   -999.9
2017 06 01  1900   57905   68400    -999.9   -999.9   -999.9
2017 06 01  2000   57905   72000    -999.9   -999.9   -999.9
2017 06 01  2100   57905   75600    -999.9   -999.9   -999.9
2017 06 01  2200   57905   79200    -999.9   -999.9   -999.9
