:Product: 201903_ace_swepam_1h.txt
:Issued: 2019 Mar 05 0910 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2019 03 01  0000   58543       0    0        3.5      573.5     2.37e+05
2019 03 01  0100   58543    3600    0        3.5      575.4     2.37e+05
2019 03 01  0200   58543    7200    1        3.2      568.6     2.28e+05
2019 03 01  0300   58543   10800    0        2.8      574.4     2.35e+05
2019 03 01  0400   58543   14400    0        2.5      587.5     2.29e+05
2019 03 01  0500   58543   18000    0        2.3      568.0     1.84e+05
2019 03 01  0600   58543   21600    0        2.4      580.8     2.08e+05
2019 03 01  0700   58543   25200    0        2.5      569.9     2.22e+05
2019 03 01  0800   58543   28800    0        2.9      577.9     2.38e+05
2019 03 01  0900   58543   32400    0        2.7      574.9     2.19e+05
2019 03 01  1000   58543   36000    0        3.0      582.9     2.53e+05
2019 03 01  1100   58543   39600    1        2.9      583.3     2.41e+05
2019 03 01  1200   58543   43200    1        3.1      573.2     2.21e+05
2019 03 01  1300   58543   46800    0        3.0      571.9     2.30e+05
2019 03 01  1400   58543   50400    0        2.5      568.5     1.89e+05
2019 03 01  1500   58543   54000    0        2.3      558.9     1.90e+05
2019 03 01  1600   58543   57600    0        3.1      568.4     2.22e+05
2019 03 01  1700   58543   61200    1        2.8      560.0     2.13e+05
2019 03 01  1800   58543   64800    0        3.1      578.7     2.68e+05
2019 03 01  1900   58543   68400    0        2.2      585.4     2.13e+05
2019 03 01  2000   58543   72000    0        2.2      587.5     2.29e+05
2019 03 01  2100   58543   75600    0        2.1      583.6     2.05e+05
2019 03 01  2200   58543   79200    0        2.2      575.0     2.07e+05
2019 03 01  2300   58543   82800    0        2.5      568.5     2.05e+05
2019 03 02  0000   58544       0    1        2.5      564.5     1.87e+05
2019 03 02  0100   58544    3600    0        2.4      554.1     1.76e+05
2019 03 02  0200   58544    7200    1        2.3      551.3     1.72e+05
2019 03 02  0300   58544   10800    0        2.6      552.8     1.75e+05
2019 03 02  0400   58544   14400    0        2.5      554.7     1.96e+05
2019 03 02  0500   58544   18000    0        2.3      555.3     1.75e+05
2019 03 02  0600   58544   21600    0        2.5      557.6     1.81e+05
2019 03 02  0700   58544   25200    1        2.6      560.2     1.84e+05
2019 03 02  0800   58544   28800    0        2.7      548.3     1.82e+05
2019 03 02  0900   58544   32400    0        2.6      559.3     1.48e+05
2019 03 02  1000   58544   36000    0        2.7      550.9     1.48e+05
2019 03 02  1100   58544   39600    0        2.8      540.9     1.33e+05
2019 03 02  1200   58544   43200    0        2.6      545.7     1.14e+05
2019 03 02  1300   58544   46800    0        2.7      554.1     1.18e+05
2019 03 02  1400   58544   50400    3    -9999.9    -9999.9    -1.00e+05
2019 03 02  1500   58544   54000    0        2.4      547.7     1.38e+05
2019 03 02  1600   58544   57600    0        2.2      544.5     1.27e+05
2019 03 02  1700   58544   61200    0        2.1      536.2     1.27e+05
2019 03 02  1800   58544   64800    0        2.1      533.4     1.28e+05
2019 03 02  1900   58544   68400    0        2.0      529.2     1.10e+05
2019 03 02  2000   58544   72000    0        2.0      522.3     1.10e+05
2019 03 02  2100   58544   75600    0        1.9      509.6     1.11e+05
2019 03 02  2200   58544   79200    0        1.9      487.2     9.42e+04
