:Product: 201410_ace_loc_1h.txt
:Issued: 2014 Oct 09 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2014 10 01  0000   56931       0     221.4     -2.3    -21.8
2014 10 01  0100   56931    3600     221.4     -2.2    -21.8
2014 10 01  0200   56931    7200     221.4     -2.1    -21.8
2014 10 01  0300   56931   10800     221.4     -2.1    -21.8
2014 10 01  0400   56931   14400     221.4     -2.0    -21.8
2014 10 01  0500   56931   18000     221.4     -1.9    -21.8
2014 10 01  0600   56931   21600     221.4     -1.9    -21.8
2014 10 01  0700   56931   25200     221.3     -1.8    -21.8
2014 10 01  0800   56931   28800     221.3     -1.8    -21.7
2014 10 01  0900   56931   32400     221.3     -1.7    -21.7
2014 10 01  1000   56931   36000     221.3     -1.6    -21.7
2014 10 01  1100   56931   39600     221.3     -1.6    -21.7
2014 10 01  1200   56931   43200     221.3     -1.5    -21.7
2014 10 01  1300   56931   46800     221.3     -1.5    -21.7
2014 10 01  1400   56931   50400     221.3     -1.4    -21.7
2014 10 01  1500   56931   54000     221.3     -1.3    -21.6
2014 10 01  1600   56931   57600     221.3     -1.3    -21.6
2014 10 01  1700   56931   61200     221.3     -1.2    -21.6
2014 10 01  1800   56931   64800     221.2     -1.2    -21.6
2014 10 01  1900   56931   68400     221.2     -1.1    -21.6
2014 10 01  2000   56931   72000     221.2     -1.0    -21.6
2014 10 01  2100   56931   75600     221.2     -1.0    -21.6
2014 10 01  2200   56931   79200     221.2     -0.9    -21.6
2014 10 01  2300   56931   82800     221.2     -0.9    -21.5
2014 10 02  0000   56932       0     221.2     -0.8    -21.5
2014 10 02  0100   56932    3600     221.2     -0.7    -21.5
2014 10 02  0200   56932    7200     221.2     -0.7    -21.5
2014 10 02  0300   56932   10800     221.2     -0.6    -21.5
2014 10 02  0400   56932   14400     221.1     -0.6    -21.5
2014 10 02  0500   56932   18000     221.1     -0.5    -21.5
2014 10 02  0600   56932   21600     221.1     -0.4    -21.4
2014 10 02  0700   56932   25200     221.1     -0.4    -21.4
2014 10 02  0800   56932   28800     221.1     -0.3    -21.4
2014 10 02  0900   56932   32400     221.1     -0.3    -21.4
2014 10 02  1000   56932   36000     221.1     -0.2    -21.4
2014 10 02  1100   56932   39600     221.1     -0.1    -21.4
2014 10 02  1200   56932   43200     221.1     -0.1    -21.4
2014 10 02  1300   56932   46800     221.1     -0.0    -21.3
2014 10 02  1400   56932   50400     221.1      0.0    -21.3
2014 10 02  1500   56932   54000     221.0      0.1    -21.3
2014 10 02  1600   56932   57600     221.0      0.2    -21.3
2014 10 02  1700   56932   61200     221.0      0.2    -21.3
2014 10 02  1800   56932   64800     221.0      0.3    -21.3
2014 10 02  1900   56932   68400     221.0      0.3    -21.3
2014 10 02  2000   56932   72000     221.0      0.4    -21.2
2014 10 02  2100   56932   75600     221.0      0.5    -21.2
2014 10 02  2200   56932   79200     221.0      0.5    -21.2
2014 10 02  2300   56932   82800     221.0      0.6    -21.2
2014 10 03  0000   56933       0     221.0      0.6    -21.2
2014 10 03  0100   56933    3600     221.0      0.7    -21.2
2014 10 03  0200   56933    7200     221.0      0.7    -21.1
2014 10 03  0300   56933   10800     220.9      0.8    -21.1
2014 10 03  0400   56933   14400     220.9      0.9    -21.1
2014 10 03  0500   56933   18000     220.9      0.9    -21.1
2014 10 03  0600   56933   21600     220.9      1.0    -21.1
2014 10 03  0700   56933   25200     220.9      1.0    -21.1
2014 10 03  0800   56933   28800     220.9      1.1    -21.1
2014 10 03  0900   56933   32400     220.9      1.2    -21.0
2014 10 03  1000   56933   36000     220.9      1.2    -21.0
2014 10 03  1100   56933   39600     220.9      1.3    -21.0
2014 10 03  1200   56933   43200     220.9      1.3    -21.0
2014 10 03  1300   56933   46800     220.9      1.4    -21.0
2014 10 03  1400   56933   50400     220.9      1.4    -21.0
2014 10 03  1500   56933   54000     220.8      1.5    -20.9
2014 10 03  1600   56933   57600     220.8      1.6    -20.9
2014 10 03  1700   56933   61200     220.8      1.6    -20.9
2014 10 03  1800   56933   64800     220.8      1.7    -20.9
2014 10 03  1900   56933   68400     220.8      1.7    -20.9
2014 10 03  2000   56933   72000     220.8      1.8    -20.9
2014 10 03  2100   56933   75600     220.8      1.8    -20.9
2014 10 03  2200   56933   79200     220.8      1.9    -20.8
2014 10 03  2300   56933   82800     220.8      2.0    -20.8
2014 10 04  0000   56934       0     220.8      2.0    -20.8
2014 10 04  0100   56934    3600     220.8      2.1    -20.8
2014 10 04  0200   56934    7200     220.8      2.1    -20.8
2014 10 04  0300   56934   10800     220.8      2.2    -20.8
2014 10 04  0400   56934   14400     220.7      2.2    -20.7
2014 10 04  0500   56934   18000     220.7      2.3    -20.7
2014 10 04  0600   56934   21600     220.7      2.4    -20.7
2014 10 04  0700   56934   25200     220.7      2.4    -20.7
2014 10 04  0800   56934   28800     220.7      2.5    -20.7
2014 10 04  0900   56934   32400     220.7      2.5    -20.7
2014 10 04  1000   56934   36000     220.7      2.6    -20.6
2014 10 04  1100   56934   39600     220.7      2.6    -20.6
2014 10 04  1200   56934   43200     220.7      2.7    -20.6
2014 10 04  1300   56934   46800     220.7      2.8    -20.6
2014 10 04  1400   56934   50400     220.7      2.8    -20.6
2014 10 04  1500   56934   54000     220.7      2.9    -20.6
2014 10 04  1600   56934   57600     220.7      2.9    -20.5
2014 10 04  1700   56934   61200     220.7      3.0    -20.5
2014 10 04  1800   56934   64800     220.6      3.0    -20.5
2014 10 04  1900   56934   68400     220.6      3.1    -20.5
2014 10 04  2000   56934   72000     220.6      3.2    -20.5
2014 10 04  2100   56934   75600     220.6      3.2    -20.5
2014 10 04  2200   56934   79200     220.6      3.3    -20.4
2014 10 04  2300   56934   82800     220.6      3.3    -20.4
2014 10 05  0000   56935       0     220.6      3.4    -20.4
2014 10 05  0100   56935    3600     220.6      3.4    -20.4
2014 10 05  0200   56935    7200     220.6      3.5    -20.4
2014 10 05  0300   56935   10800     220.6      3.5    -20.4
2014 10 05  0400   56935   14400     220.6      3.6    -20.3
2014 10 05  0500   56935   18000     220.6      3.7    -20.3
2014 10 05  0600   56935   21600     220.6      3.7    -20.3
2014 10 05  0700   56935   25200     220.6      3.8    -20.3
2014 10 05  0800   56935   28800     220.6      3.8    -20.3
2014 10 05  0900   56935   32400     220.6      3.9    -20.3
2014 10 05  1000   56935   36000     220.6      3.9    -20.2
2014 10 05  1100   56935   39600     220.6      4.0    -20.2
2014 10 05  1200   56935   43200     220.5      4.0    -20.2
2014 10 05  1300   56935   46800     220.5      4.1    -20.2
2014 10 05  1400   56935   50400     220.5      4.2    -20.2
2014 10 05  1500   56935   54000     220.5      4.2    -20.2
2014 10 05  1600   56935   57600     220.5      4.3    -20.1
2014 10 05  1700   56935   61200     220.5      4.3    -20.1
2014 10 05  1800   56935   64800     220.5      4.4    -20.1
2014 10 05  1900   56935   68400     220.5      4.4    -20.1
2014 10 05  2000   56935   72000     220.5      4.5    -20.1
2014 10 05  2100   56935   75600     220.5      4.5    -20.0
2014 10 05  2200   56935   79200     220.5      4.6    -20.0
2014 10 05  2300   56935   82800     220.5      4.6    -20.0
2014 10 06  0000   56936       0     220.5      4.7    -20.0
2014 10 06  0100   56936    3600     220.5      4.8    -20.0
2014 10 06  0200   56936    7200     220.5      4.8    -20.0
2014 10 06  0300   56936   10800     220.5      4.9    -19.9
2014 10 06  0400   56936   14400     220.5      4.9    -19.9
2014 10 06  0500   56936   18000     220.5      5.0    -19.9
2014 10 06  0600   56936   21600     220.5      5.0    -19.9
2014 10 06  0700   56936   25200     220.5      5.1    -19.9
2014 10 06  0800   56936   28800     220.5      5.1    -19.8
2014 10 06  0900   56936   32400     220.5      5.2    -19.8
2014 10 06  1000   56936   36000     220.4      5.2    -19.8
2014 10 06  1100   56936   39600     220.4      5.3    -19.8
2014 10 06  1200   56936   43200     220.4      5.3    -19.8
2014 10 06  1300   56936   46800     220.4      5.4    -19.8
2014 10 06  1400   56936   50400     220.4      5.5    -19.7
2014 10 06  1500   56936   54000     220.4      5.5    -19.7
2014 10 06  1600   56936   57600     220.4      5.6    -19.7
2014 10 06  1700   56936   61200     220.4      5.6    -19.7
2014 10 06  1800   56936   64800     220.4      5.7    -19.7
2014 10 06  1900   56936   68400     220.4      5.7    -19.6
2014 10 06  2000   56936   72000     220.4      5.8    -19.6
2014 10 06  2100   56936   75600     220.4      5.8    -19.6
2014 10 06  2200   56936   79200     220.4      5.9    -19.6
2014 10 06  2300   56936   82800     220.4      5.9    -19.6
2014 10 07  0000   56937       0     220.4      6.0    -19.5
2014 10 07  0100   56937    3600     220.4      6.1    -19.5
2014 10 07  0200   56937    7200     220.4      6.1    -19.5
2014 10 07  0300   56937   10800     220.4      6.2    -19.5
2014 10 07  0400   56937   14400     220.4      6.2    -19.5
2014 10 07  0500   56937   18000     220.4      6.3    -19.5
2014 10 07  0600   56937   21600     220.4      6.3    -19.4
2014 10 07  0700   56937   25200     220.4      6.4    -19.4
2014 10 07  0800   56937   28800     220.4      6.4    -19.4
2014 10 07  0900   56937   32400     220.4      6.5    -19.4
2014 10 07  1000   56937   36000     220.4      6.5    -19.4
2014 10 07  1100   56937   39600     220.4      6.6    -19.3
2014 10 07  1200   56937   43200     220.4      6.6    -19.3
2014 10 07  1300   56937   46800     220.4      6.7    -19.3
2014 10 07  1400   56937   50400     220.4      6.8    -19.3
2014 10 07  1500   56937   54000     220.4      6.8    -19.3
2014 10 07  1600   56937   57600     220.4      6.9    -19.2
2014 10 07  1700   56937   61200     220.4      6.9    -19.2
2014 10 07  1800   56937   64800     220.4      7.0    -19.2
2014 10 07  1900   56937   68400     220.4      7.0    -19.2
2014 10 07  2000   56937   72000     220.4      7.1    -19.2
2014 10 07  2100   56937   75600     220.4      7.1    -19.1
2014 10 07  2200   56937   79200     220.4      7.2    -19.1
2014 10 07  2300   56937   82800     220.4      7.2    -19.1
2014 10 08  0000   56938       0     220.4      7.3    -19.1
2014 10 08  0100   56938    3600     220.4      7.3    -19.1
2014 10 08  0200   56938    7200     220.4      7.4    -19.0
2014 10 08  0300   56938   10800     220.4      7.4    -19.0
2014 10 08  0400   56938   14400     220.4      7.5    -19.0
2014 10 08  0500   56938   18000     220.4      7.5    -19.0
2014 10 08  0600   56938   21600     220.4      7.6    -19.0
2014 10 08  0700   56938   25200     220.4      7.7    -18.9
2014 10 08  0800   56938   28800     220.4      7.7    -18.9
2014 10 08  0900   56938   32400     220.4      7.8    -18.9
2014 10 08  1000   56938   36000     220.4      7.8    -18.9
2014 10 08  1100   56938   39600     220.4      7.9    -18.9
2014 10 08  1200   56938   43200     220.4      7.9    -18.8
2014 10 08  1300   56938   46800     220.4      8.0    -18.8
2014 10 08  1400   56938   50400     220.4      8.0    -18.8
2014 10 08  1500   56938   54000     220.4      8.1    -18.8
2014 10 08  1600   56938   57600     220.4      8.1    -18.8
2014 10 08  1700   56938   61200     220.4      8.2    -18.7
2014 10 08  1800   56938   64800     220.4      8.2    -18.7
2014 10 08  1900   56938   68400     220.4      8.3    -18.7
2014 10 08  2000   56938   72000     220.4      8.3    -18.7
2014 10 08  2100   56938   75600     220.4      8.4    -18.7
