:Product: 201611_ace_swepam_1h.txt
:Issued: 2016 Nov 04 0810 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2016 11 01  0000   57693       0    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0100   57693    3600    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0200   57693    7200    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0300   57693   10800    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0400   57693   14400    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0500   57693   18000    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0600   57693   21600    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  0700   57693   25200    0        3.1      457.8     6.91e+04
2016 11 01  0800   57693   28800    0        3.5      450.5     5.23e+04
2016 11 01  0900   57693   32400    0        4.2      466.3     7.58e+04
2016 11 01  1000   57693   36000    0        4.0      480.3     7.48e+04
2016 11 01  1100   57693   39600    0        3.7      467.9     6.42e+04
2016 11 01  1200   57693   43200    0        3.7      457.9     5.19e+04
2016 11 01  1300   57693   46800    0        4.0      456.9     6.68e+04
2016 11 01  1400   57693   50400    0        3.7      478.0     1.11e+05
2016 11 01  1500   57693   54000    0        4.7      481.9     1.35e+05
2016 11 01  1600   57693   57600    0        5.5      498.9     1.43e+05
2016 11 01  1700   57693   61200    0        5.9      513.4     9.08e+04
2016 11 01  1800   57693   64800    0        6.3      498.0     1.17e+05
2016 11 01  1900   57693   68400    0        5.4      506.3     1.27e+05
2016 11 01  2000   57693   72000    0        4.1      501.1     1.13e+05
2016 11 01  2100   57693   75600    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  2200   57693   79200    9    -9999.9    -9999.9    -1.00e+05
2016 11 01  2300   57693   82800    9    -9999.9    -9999.9    -1.00e+05
2016 11 02  0000   57694       0    9    -9999.9    -9999.9    -1.00e+05
2016 11 02  0100   57694    3600    9    -9999.9    -9999.9    -1.00e+05
2016 11 02  0200   57694    7200    9    -9999.9    -9999.9    -1.00e+05
