:Product: 201906_ace_loc_1h.txt
:Issued: 2019 Jun 04 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2019 06 01  0000   58635       0    -999.9   -999.9   -999.9
2019 06 01  0100   58635    3600    -999.9   -999.9   -999.9
2019 06 01  0200   58635    7200    -999.9   -999.9   -999.9
2019 06 01  0300   58635   10800    -999.9   -999.9   -999.9
2019 06 01  0400   58635   14400    -999.9   -999.9   -999.9
2019 06 01  0500   58635   18000    -999.9   -999.9   -999.9
2019 06 01  0600   58635   21600    -999.9   -999.9   -999.9
2019 06 01  0700   58635   25200    -999.9   -999.9   -999.9
2019 06 01  0800   58635   28800    -999.9   -999.9   -999.9
2019 06 01  0900   58635   32400    -999.9   -999.9   -999.9
2019 06 01  1000   58635   36000    -999.9   -999.9   -999.9
2019 06 01  1100   58635   39600    -999.9   -999.9   -999.9
2019 06 01  1200   58635   43200    -999.9   -999.9   -999.9
2019 06 01  1300   58635   46800    -999.9   -999.9   -999.9
2019 06 01  1400   58635   50400    -999.9   -999.9   -999.9
2019 06 01  1500   58635   54000    -999.9   -999.9   -999.9
2019 06 01  1600   58635   57600    -999.9   -999.9   -999.9
2019 06 01  1700   58635   61200    -999.9   -999.9   -999.9
2019 06 01  1800   58635   64800    -999.9   -999.9   -999.9
2019 06 01  1900   58635   68400    -999.9   -999.9   -999.9
2019 06 01  2000   58635   72000    -999.9   -999.9   -999.9
2019 06 01  2100   58635   75600    -999.9   -999.9   -999.9
2019 06 01  2200   58635   79200    -999.9   -999.9   -999.9
2019 06 01  2300   58635   82800    -999.9   -999.9   -999.9
2019 06 02  0000   58636       0    -999.9   -999.9   -999.9
2019 06 02  0100   58636    3600    -999.9   -999.9   -999.9
2019 06 02  0200   58636    7200    -999.9   -999.9   -999.9
2019 06 02  0300   58636   10800    -999.9   -999.9   -999.9
2019 06 02  0400   58636   14400    -999.9   -999.9   -999.9
2019 06 02  0500   58636   18000    -999.9   -999.9   -999.9
2019 06 02  0600   58636   21600    -999.9   -999.9   -999.9
2019 06 02  0700   58636   25200    -999.9   -999.9   -999.9
2019 06 02  0800   58636   28800    -999.9   -999.9   -999.9
2019 06 02  0900   58636   32400    -999.9   -999.9   -999.9
2019 06 02  1000   58636   36000    -999.9   -999.9   -999.9
2019 06 02  1100   58636   39600    -999.9   -999.9   -999.9
2019 06 02  1200   58636   43200    -999.9   -999.9   -999.9
2019 06 02  1300   58636   46800    -999.9   -999.9   -999.9
2019 06 02  1400   58636   50400    -999.9   -999.9   -999.9
2019 06 02  1500   58636   54000    -999.9   -999.9   -999.9
2019 06 02  1600   58636   57600    -999.9   -999.9   -999.9
2019 06 02  1700   58636   61200    -999.9   -999.9   -999.9
2019 06 02  1800   58636   64800    -999.9   -999.9   -999.9
2019 06 02  1900   58636   68400    -999.9   -999.9   -999.9
2019 06 02  2000   58636   72000    -999.9   -999.9   -999.9
2019 06 02  2100   58636   75600    -999.9   -999.9   -999.9
2019 06 02  2200   58636   79200    -999.9   -999.9   -999.9
2019 06 02  2300   58636   82800    -999.9   -999.9   -999.9
2019 06 03  0000   58637       0    -999.9   -999.9   -999.9
2019 06 03  0100   58637    3600    -999.9   -999.9   -999.9
2019 06 03  0200   58637    7200    -999.9   -999.9   -999.9
2019 06 03  0300   58637   10800    -999.9   -999.9   -999.9
2019 06 03  0400   58637   14400    -999.9   -999.9   -999.9
2019 06 03  0500   58637   18000    -999.9   -999.9   -999.9
2019 06 03  0600   58637   21600    -999.9   -999.9   -999.9
2019 06 03  0700   58637   25200    -999.9   -999.9   -999.9
2019 06 03  0800   58637   28800    -999.9   -999.9   -999.9
2019 06 03  0900   58637   32400    -999.9   -999.9   -999.9
2019 06 03  1000   58637   36000    -999.9   -999.9   -999.9
2019 06 03  1100   58637   39600    -999.9   -999.9   -999.9
2019 06 03  1200   58637   43200    -999.9   -999.9   -999.9
2019 06 03  1300   58637   46800    -999.9   -999.9   -999.9
2019 06 03  1400   58637   50400    -999.9   -999.9   -999.9
2019 06 03  1500   58637   54000    -999.9   -999.9   -999.9
2019 06 03  1600   58637   57600    -999.9   -999.9   -999.9
2019 06 03  1700   58637   61200    -999.9   -999.9   -999.9
2019 06 03  1800   58637   64800    -999.9   -999.9   -999.9
2019 06 03  1900   58637   68400    -999.9   -999.9   -999.9
2019 06 03  2000   58637   72000    -999.9   -999.9   -999.9
2019 06 03  2100   58637   75600    -999.9   -999.9   -999.9
2019 06 03  2200   58637   79200    -999.9   -999.9   -999.9
2019 06 03  2300   58637   82800    -999.9   -999.9   -999.9
2019 06 04  0000   58638       0    -999.9   -999.9   -999.9
2019 06 04  0100   58638    3600    -999.9   -999.9   -999.9
2019 06 04  0200   58638    7200    -999.9   -999.9   -999.9
2019 06 04  0300   58638   10800    -999.9   -999.9   -999.9
2019 06 04  0400   58638   14400    -999.9   -999.9   -999.9
2019 06 04  0500   58638   18000    -999.9   -999.9   -999.9
2019 06 04  0600   58638   21600    -999.9   -999.9   -999.9
2019 06 04  0700   58638   25200    -999.9   -999.9   -999.9
2019 06 04  0800   58638   28800    -999.9   -999.9   -999.9
2019 06 04  0900   58638   32400    -999.9   -999.9   -999.9
2019 06 04  1000   58638   36000    -999.9   -999.9   -999.9
2019 06 04  1100   58638   39600    -999.9   -999.9   -999.9
2019 06 04  1200   58638   43200    -999.9   -999.9   -999.9
2019 06 04  1300   58638   46800    -999.9   -999.9   -999.9
2019 06 04  1400   58638   50400    -999.9   -999.9   -999.9
2019 06 04  1500   58638   54000    -999.9   -999.9   -999.9
2019 06 04  1600   58638   57600    -999.9   -999.9   -999.9
2019 06 04  1700   58638   61200    -999.9   -999.9   -999.9
2019 06 04  1800   58638   64800    -999.9   -999.9   -999.9
2019 06 04  1900   58638   68400    -999.9   -999.9   -999.9
2019 06 04  2000   58638   72000    -999.9   -999.9   -999.9
2019 06 04  2100   58638   75600    -999.9   -999.9   -999.9
2019 06 04  2200   58638   79200    -999.9   -999.9   -999.9
2019 06 04  2300   58638   82800    -999.9   -999.9   -999.9
