:Product: 201702_ace_mag_1h.txt
:Issued: 2017 Feb 09 0910 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2017 02 01  0000   57785       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0100   57785    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0200   57785    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0300   57785   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0400   57785   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0500   57785   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0600   57785   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0700   57785   25200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  0800   57785   28800    0     3.3    -0.6    -1.3     3.5   -21.6   350.3
2017 02 01  0900   57785   32400    0     4.0    -0.9    -0.9     4.2   -11.8   347.8
2017 02 01  1000   57785   36000    0     4.7     0.7     0.6     4.8     6.8     8.9
2017 02 01  1100   57785   39600    0     3.9     2.5    -1.7     5.0   -19.6    32.5
2017 02 01  1200   57785   43200    0     4.0    -3.1    -0.2     5.1    -2.7   322.4
2017 02 01  1300   57785   46800    0     4.3    -3.4     0.1     5.5     0.6   321.4
2017 02 01  1400   57785   50400    0     1.8    -3.0    -3.3     4.8   -43.1   300.8
2017 02 01  1500   57785   54000    0    -3.2     4.3     2.0     5.7    20.2   126.7
2017 02 01  1600   57785   57600    0    -2.5     3.6    -0.2     4.4    -2.5   125.5
2017 02 01  1700   57785   61200    0     2.3    -0.7     1.1     2.6    23.6   342.8
2017 02 01  1800   57785   64800    0     2.1    -3.7     2.7     5.1    32.1   299.5
2017 02 01  1900   57785   68400    0     3.9    -3.7    -0.0     5.4    -0.2   316.3
2017 02 01  2000   57785   72000    0     2.3    -3.2    -3.4     5.2   -40.8   305.8
2017 02 01  2100   57785   75600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  2200   57785   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 01  2300   57785   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0000   57786       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0100   57786    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0200   57786    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0300   57786   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0400   57786   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0500   57786   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0600   57786   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  0700   57786   25200    0     1.1    -3.4    -0.5     3.7    -8.6   288.1
2017 02 02  0800   57786   28800    0     2.4    -1.7     0.3     3.0     5.8   324.6
2017 02 02  0900   57786   32400    0     2.7    -1.4    -1.2     3.3   -22.3   333.5
2017 02 02  1000   57786   36000    0     2.8     1.6    -0.2     3.2    -4.3    29.2
2017 02 02  1100   57786   39600    0     3.5     1.9     0.5     4.0     7.5    28.4
2017 02 02  1200   57786   43200    0     3.7     2.1     1.2     4.4    15.2    29.2
2017 02 02  1300   57786   46800    0     2.2    -0.6     1.3     2.6    29.5   345.3
2017 02 02  1400   57786   50400    0     1.6    -2.5     1.4     3.3    24.6   303.5
2017 02 02  1500   57786   54000    0    -0.5    -3.1     0.3     3.2     5.1   261.2
2017 02 02  1600   57786   57600    0    -1.1    -3.7    -1.3     4.1   -18.3   253.5
2017 02 02  1700   57786   61200    0     1.4    -2.6    -1.3     3.3   -23.7   298.9
2017 02 02  1800   57786   64800    0     1.0    -3.8    -2.2     4.5   -29.1   284.8
2017 02 02  1900   57786   68400    0     1.9    -2.7     0.1     3.3     1.1   305.2
2017 02 02  2000   57786   72000    0     2.3    -1.4    -1.6     3.2   -31.4   329.4
2017 02 02  2100   57786   75600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  2200   57786   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 02  2300   57786   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0000   57787       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0100   57787    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0200   57787    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0300   57787   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0400   57787   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0500   57787   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0600   57787   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  0700   57787   25200    0     0.5    -2.7    -3.1     4.2   -48.5   280.4
2017 02 03  0800   57787   28800    0     3.0    -2.0    -0.8     3.7   -13.1   325.7
2017 02 03  0900   57787   32400    0     2.7    -1.6     0.6     3.2    11.1   329.2
2017 02 03  1000   57787   36000    0     3.0     0.6     1.8     3.6    30.9    11.0
2017 02 03  1100   57787   39600    0     3.0    -1.5    -0.1     3.4    -1.8   333.2
2017 02 03  1200   57787   43200    0     2.2    -0.5     2.6     3.4    49.6   347.1
2017 02 03  1300   57787   46800    0     3.0    -0.4     0.1     3.0     1.4   353.2
2017 02 03  1400   57787   50400    0     0.9    -1.9    -1.7     2.7   -38.6   296.1
2017 02 03  1500   57787   54000    0     1.4    -1.9    -1.3     2.7   -29.6   307.6
2017 02 03  1600   57787   57600    0     2.6     0.5    -0.0     2.7    -0.7    11.8
2017 02 03  1700   57787   61200    0     1.9    -0.6    -0.5     2.0   -14.2   341.3
2017 02 03  1800   57787   64800    0     2.4    -1.4     0.5     2.8    10.6   329.8
2017 02 03  1900   57787   68400    0     2.3     0.1     0.2     2.3     5.7     1.3
2017 02 03  2000   57787   72000    0     2.4    -0.4    -1.6     2.9   -33.1   350.9
2017 02 03  2100   57787   75600    0    -0.3    -0.8    -1.8     2.0   -64.4   248.6
2017 02 03  2200   57787   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 03  2300   57787   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2017 02 04  0000   57788       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
