:Product: 202111_ace_loc_1h.txt
:Issued: 2021 Nov 04 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2021 11 01  0000   59519       0     232.1    -40.2     10.5
2021 11 01  0100   59519    3600     232.1    -40.2     10.5
2021 11 01  0200   59519    7200     232.1    -40.2     10.6
2021 11 01  0300   59519   10800     232.1    -40.2     10.6
2021 11 01  0400   59519   14400     232.1    -40.2     10.6
2021 11 01  0500   59519   18000     232.1    -40.2     10.7
2021 11 01  0600   59519   21600     232.0    -40.2     10.7
2021 11 01  0700   59519   25200     232.0    -40.2     10.7
2021 11 01  0800   59519   28800     232.0    -40.2     10.8
2021 11 01  0900   59519   32400     232.0    -40.2     10.8
2021 11 01  1000   59519   36000     232.0    -40.2     10.8
2021 11 01  1100   59519   39600     231.9    -40.2     10.8
2021 11 01  1200   59519   43200     231.9    -40.2     10.9
2021 11 01  1300   59519   46800     231.9    -40.2     10.9
2021 11 01  1400   59519   50400     231.9    -40.2     10.9
2021 11 01  1500   59519   54000     231.9    -40.2     11.0
2021 11 01  1600   59519   57600     231.9    -40.2     11.0
2021 11 01  1700   59519   61200     231.8    -40.2     11.0
2021 11 01  1800   59519   64800     231.8    -40.2     11.1
2021 11 01  1900   59519   68400     231.8    -40.2     11.1
2021 11 01  2000   59519   72000     231.8    -40.2     11.1
2021 11 01  2100   59519   75600     231.8    -40.2     11.2
2021 11 01  2200   59519   79200     231.8    -40.2     11.2
2021 11 01  2300   59519   82800     231.7    -40.2     11.2
2021 11 02  0000   59520       0     231.7    -40.2     11.2
2021 11 02  0100   59520    3600     231.7    -40.2     11.3
2021 11 02  0200   59520    7200     231.7    -40.2     11.3
2021 11 02  0300   59520   10800     231.7    -40.2     11.3
2021 11 02  0400   59520   14400     231.6    -40.2     11.4
2021 11 02  0500   59520   18000     231.6    -40.2     11.4
2021 11 02  0600   59520   21600     231.6    -40.2     11.4
2021 11 02  0700   59520   25200     231.6    -40.2     11.4
2021 11 02  0800   59520   28800     231.6    -40.2     11.5
2021 11 02  0900   59520   32400     231.5    -40.2     11.5
2021 11 02  1000   59520   36000     231.5    -40.2     11.5
2021 11 02  1100   59520   39600     231.5    -40.2     11.6
2021 11 02  1200   59520   43200     231.5    -40.2     11.6
2021 11 02  1300   59520   46800     231.5    -40.2     11.6
