:Product: 202006_ace_mag_1h.txt
:Issued: 2020 Jun 02 0810 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2020 06 01  0000   59001       0    0     3.1    -0.6    -1.2     3.4   -21.1   348.5
2020 06 01  0100   59001    3600    0     2.7    -1.2    -1.1     3.2   -19.9   335.5
2020 06 01  0200   59001    7200    0     2.8    -1.2    -0.9     3.2   -17.1   336.8
2020 06 01  0300   59001   10800    0     2.5     0.3    -1.7     3.1   -33.7     7.4
2020 06 01  0400   59001   14400    0     2.8    -1.1    -1.3     3.3   -22.6   338.4
2020 06 01  0500   59001   18000    0     2.5    -1.9    -0.3     3.2    -5.9   323.7
2020 06 01  0600   59001   21600    0     2.7    -1.6     0.4     3.2     6.6   329.0
2020 06 01  0700   59001   25200    0     2.9    -1.2    -0.4     3.1    -6.6   337.8
2020 06 01  0800   59001   28800    0     2.9    -1.2     0.8     3.2    13.9   337.1
2020 06 01  0900   59001   32400    0     2.0    -1.8    -0.3     2.7    -6.0   319.2
2020 06 01  1000   59001   36000    0     1.3    -2.2     0.3     2.6     6.1   299.8
2020 06 01  1100   59001   39600    0     1.4    -2.2     0.2     2.6     4.1   302.4
2020 06 01  1200   59001   43200    0     1.4    -1.8     0.5     2.3    13.1   307.7
2020 06 01  1300   59001   46800    0     0.4    -1.6    -0.6     1.7   -21.5   283.8
2020 06 01  1400   59001   50400    0     1.1    -2.4    -0.9     2.8   -19.3   295.8
2020 06 01  1500   59001   54000    0     1.4    -2.5     0.4     2.9     7.6   299.9
2020 06 01  1600   59001   57600    0     0.1    -2.0    -0.8     2.2   -21.0   272.6
2020 06 01  1700   59001   61200    0    -1.3     0.2    -1.9     2.3   -54.3   173.6
2020 06 01  1800   59001   64800    0    -2.8     3.3    -2.8     5.2   -32.7   130.3
2020 06 01  1900   59001   68400    0    -0.7    -1.3    -3.6     3.9   -67.3   242.6
2020 06 01  2000   59001   72000    0    -1.6     1.2    -4.4     4.8   -65.6   142.5
2020 06 01  2100   59001   75600    0    -2.6     1.4    -4.8     5.7   -58.3   151.6
2020 06 01  2200   59001   79200    0     0.1    -0.7    -6.4     6.4   -84.0   278.3
2020 06 01  2300   59001   82800    0     1.1    -2.0    -6.2     6.6   -69.9   298.3
2020 06 02  0000   59002       0    0     1.1    -1.6    -6.3     6.6   -72.8   305.3
2020 06 02  0100   59002    3600    0     0.9    -1.6    -6.5     6.7   -74.0   299.2
2020 06 02  0200   59002    7200    0     0.9    -2.7    -6.2     6.9   -65.3   287.8
2020 06 02  0300   59002   10800    0     3.4    -3.3    -4.4     6.5   -43.1   315.4
2020 06 02  0400   59002   14400    0     2.6    -4.8    -4.0     6.8   -36.2   298.4
2020 06 02  0500   59002   18000    0     4.0    -3.7    -1.9     5.8   -18.7   316.9
2020 06 02  0600   59002   21600    0     3.0    -3.2    -4.1     6.0   -43.3   313.0
2020 06 02  0700   59002   25200    0     0.8    -2.0    -4.5     5.0   -64.0   290.2
